paper_id,collection,journal,source_md_path,doi,title,title_norm,authors,first_author_norm,year,bibtex,final_domain_id
paper_ffacef238362,group3,group3,group3/820_812280740891852801_10.1007%2Fbf01581235.fixed.md,10.1007/bf01581235,Determination of optimal vertices from feasible solutions in unimodular linear programming,determination of optimal vertices from feasible solutions in unimodular linear programming,Shinji Mizuno,mizuno,1991.0,"@article{Mizuno_1993, title={Determination of optimal vertices from feasible solutions in unimodular linear programming}, volume={59}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581235}, DOI={10.1007/bf01581235}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Mizuno, Shinji and Saigal, Romesh and Orlin, James B.}, year={1993}, month=Mar, pages={23â€“31} }",19
paper_346c30660437,group3,group3,group3/820_812280742099812353_10.1007%2Fbf01584328.fixed.md,10.1007/bf01584328,A MODIFICATION OF ARMIJO'S STEP-SIZE RULE FOR NEGATIVE CURVATURE*,a modification of armijo s step size rule for negative curvature,Garth P. McCormick,mccormick,1977.0,"@article{McCormick_1977, title={A modification of Armijo’s step-size rule for negative curvature}, volume={13}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584328}, DOI={10.1007/bf01584328}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={McCormick, Garth P.}, year={1977}, month=Dec, pages={111–115} }",10
paper_dbb1234fedd1,group3,group3,group3/820_812280742611517440_10.1007%2Fbf01580720.fixed.md,10.1007/bf01580720,CONVEX TWO-LEVEL OPTIMIZATION,convex two level optimization,Jonathan F. BARD,bard,1981.0,"@article{Bard_1988, title={Convex two-level optimization}, volume={40-40}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580720}, DOI={10.1007/bf01580720}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bard, Jonathan F.}, year={1988}, month=Jan, pages={15â€“27} }",8
paper_9da69b72fe30,group3,group3,group3/820_812280744536702977_10.1007%2Fbf01581094.fixed.md,10.1007/bf01581094,Optimal and sub-optimal stopping rules for the Multistart algorithm in global optimization,optimal and sub optimal stopping rules for the multistart algorithm in global optimization,Dipartimento di Scienze dell'Informazione,dell informazione,1987.0,"@article{Betr__1992, title={Optimal and sub-optimal stopping rules for the Multistart algorithm in global optimization}, volume={57}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581094}, DOI={10.1007/bf01581094}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Betrò, B. and Schoen, F.}, year={1992}, month=May, pages={445–458} }",2
paper_86963add46cb,group3,group3,group3/820_812280745090351104_10.1007%2Fbf01589437.fixed.md,10.1007/bf01589437,ON LINEAR PROGRAMS WITH RANDOM COSTS,on linear programs with random costs,M.E. DYER,dyer,1985.0,"@article{Dyer_1986, title={On linear programs with random costs}, volume={35}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589437}, DOI={10.1007/bf01589437}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Dyer, M. E. and Frieze, A. M. and Mcdiarmid, C. J. H.}, year={1986}, month=May, pages={3â€“16} }",19
paper_f9d2f5c7aef3,group3,group3,group3/820_812280746298310657_10.1007%2Fbf01589420.fixed.md,10.1007/bf01589420,"DIRECTED SUBMODULARITY, DITROIDS AND DIRECTED SUBMODULAR FLOWS",directed submodularity ditroids and directed submodular flows,Liqun QI,qi,1988.0,"@article{Qi_1988, title={Directed submodularity, ditroids and directed submodular flows}, volume={42}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589420}, DOI={10.1007/bf01589420}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Qi, Liqun}, year={1988}, month=Apr, pages={579â€“599} }",10
paper_991bd1786d36,group3,group3,group3/820_812280749293043712_10.1007%2Fbf01589100.fixed.md,10.1007/bf01589100,FACETS AND LIFTING PROCEDURES FOR THE SET COVERING POLYTOPE,facets and lifting procedures for the set covering polytope,Paolo NOBILI; Antonio SASSANO,nobili,1988.0,"@article{Nobili_1989, title={Facets and lifting procedures for the set covering polytope}, volume={45}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589100}, DOI={10.1007/bf01589100}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Nobili, Paolo and Sassano, Antonio}, year={1989}, month=Aug, pages={111â€“137} }",15
paper_51acdbefc54c,group3,group3,group3/820_812280750471643137_10.1007%2Fbf01585768.fixed.md,10.1007/bf01585768,A trust-region strategy for minimization on arbitrary domains\*,a trust region strategy for minimization on arbitrary domains,Jose Mario Mart nez; Sandra Augusta Santos,nez,1994.0,"@article{Mart_nez_1995, title={A trust-region strategy for minimization on arbitrary domains}, volume={68}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585768}, DOI={10.1007/bf01585768}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Martínez, José Mario and Santos, Sandra Augusta}, year={1995}, month=Jan, pages={267–301} }",4
paper_2e314764f2df,group3,group3,group3/820_812280751306309635_10.1007%2Fbf01586091.fixed.md,10.1007/bf01586091,APPLICATIONS OF THE METHOD OF PARTIAL INVERSES TO CONVEX PROGRAMMING: DECOMPOSITION,applications of the method of partial inverses to convex programming decomposition,Jonathan E. SPINGARN,spingarn,1984.0,"@article{Spingarn_1985, title={Applications of the method of partial inverses to convex programming: Decomposition}, volume={32}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01586091}, DOI={10.1007/bf01586091}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Spingarn, Jonathan E.}, year={1985}, month=June, pages={199â€“223} }",8
paper_cf2bf837280f,group3,group3,group3/820_812280753311186945_10.1007%2Fbf01586925.fixed.md,10.1007/bf01586925,An infeasible (exterior point) simplex algorithm for assignment problems,an infeasible exterior point simplex algorithm for assignment problems,Konstantinos Paparrizos,paparrizos,1989.0,"@article{Paparrizos_1991, title={An infeasible (exterior point) simplex algorithm for assignment problems}, volume={51}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01586925}, DOI={10.1007/bf01586925}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Paparrizos, Konstantinos}, year={1991}, month=July, pages={45â€“54} }",19
paper_fd642b874a58,group3,group3,group3/820_812280753864835072_10.1007%2Fbf01583797.fixed.md,10.1007/bf01583797,CONJUGATE DIRECTION METHODS WITH VARIABLE STORAGE,conjugate direction methods with variable storage,Larry NAZARETH,nazareth,1981.0,"@article{Nazareth_1982, title={Conjugate direction methods with variable storage}, volume={23}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01583797}, DOI={10.1007/bf01583797}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Nazareth, Larry and Nocedal, Jorge}, year={1982}, month=Dec, pages={326â€“340} }",10
paper_96a0a21428be,group3,group3,group3/820_812280754238128129_10.1007%2Fbf01585997.fixed.md,10.1007/bf01585997,A Gauss-Newton method for convex composite optimization<sup>1</sup>,a gauss newton method for convex composite optimization sup 1 sup,J.V. Burke; M.C. Ferris,burke,1994.0,"@article{Burke_1995, title={A Gauss—Newton method for convex composite optimization}, volume={71}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585997}, DOI={10.1007/bf01585997}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Burke, J. V. and Ferris, M. C.}, year={1995}, month=Dec, pages={179–194} }",6
paper_e3be8e813386,group3,group3,group3/820_812280754359762947_10.1007%2Fbf01585708.fixed.md,10.1007/bf01585708,Complexity analysis of a linear complementarity algorithm based on a Lyapunov function,complexity analysis of a linear complementarity algorithm based on a lyapunov function,Paul Tseng,tseng,1989.0,"@article{Tseng_1992, title={Complexity analysis of a linear complementarity algorithm based on a Lyapunov function}, volume={53}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585708}, DOI={10.1007/bf01585708}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Tseng, Paul}, year={1992}, month=Jan, pages={297â€“306} }",22
paper_fc64bc9f2fee,group3,group3,group3/820_812280755475447809_10.1007%2Fbf01609030.fixed.md,10.1007/bf01609030,OPTIMAL CONDITIONING IN THE CONVEX CLASS OF RANK TWO UPDATES*,optimal conditioning in the convex class of rank two updates,Robert B. SCHNABEL,schnabel,1978.0,"@article{Schnabel_1978, title={Optimal conditioning in the convex class of rank two updates}, volume={15}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01609030}, DOI={10.1007/bf01609030}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Schnabel, Robert B.}, year={1978}, month=Dec, pages={247â€“260} }",8
paper_d4689abd5733,group3,group3,group3/820_812280756310114304_10.1007%2Fbf01580383.fixed.md,10.1007/bf01580383,FURTHER FACET GENERATING PROCEDURES FOR VERTEX PACKING POLYTOPES,further facet generating procedures for vertex packing polytopes,Laurence A. WOLSEY,wolsey,1976.0,"@article{Wolsey_1976, title={Further facet generating procedures for vertex packing polytopes}, volume={11}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580383}, DOI={10.1007/bf01580383}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Wolsey, Laurence A.}, year={1976}, month=Dec, pages={158â€“163} }",15
paper_883451c6df1f,group3,group3,group3/820_812280757228666880_10.1007%2Fbf01588962.fixed.md,10.1007/bf01588962,MATRIX CONDITIONING AND NONLINEAR OPTIMIZATION,matrix conditioning and nonlinear optimization,D.F. SHANNO,shanno,1977.0,"@article{Shanno_1978, title={Matrix conditioning and nonlinear optimization}, volume={14}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588962}, DOI={10.1007/bf01588962}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Shanno, D. F. and Phua, Kang -Hoh}, year={1978}, month=Dec, pages={149â€“160} }",2
paper_9a12d9222636,group3,group3,group3/820_812280757601959936_10.1007%2Fbf01585696.fixed.md,10.1007/bf01585696,Equivalent differentiable optimization problems and descent methods for asymmetric variational inequality problems,equivalent differentiable optimization problems and descent methods for asymmetric variational inequality problems,Masao Fukushima,fukushima,1990.0,"@article{Fukushima_1992, title={Equivalent differentiable optimization problems and descent methods for asymmetric variational inequality problems}, volume={53}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585696}, DOI={10.1007/bf01585696}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fukushima, Masao}, year={1992}, month=Jan, pages={99â€“110} }",4
paper_33158366e768,group3,group3,group3/820_812280757773926401_10.1007%2Fbf01588311.fixed.md,10.1007/bf01588311,A DIFFERENTIAL EQUATION APPROACH TO NONLINEAR PROGRAMMING,a differential equation approach to nonlinear programming,Hiroshi YAMASHITA,yamashita,1979.0,"@article{Yamashita_1980, title={A differential equation approach to nonlinear programming}, volume={18}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588311}, DOI={10.1007/bf01588311}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Yamashita, Hiroshi}, year={1980}, month=Dec, pages={155â€“168} }",19
paper_ef62eb086c78,group3,group3,group3/820_812280758696673280_10.1007%2Fbf01581262.fixed.md,10.1007/bf01581262,A Lagrange multiplier rule with small convex-valued subdifferentials for nonsmooth problems of mathematical programming involving equality and nonfunctional constraints,a lagrange multiplier rule with small convex valued subdifferentials for nonsmooth problems of mathematical programming involving equality and nonfunctional constraints,Alexander Ioffe,ioffe,1991.0,"@article{Ioffe_1993, title={A Lagrange multiplier rule with small convex-valued subdifferentials for nonsmooth problems of mathematical programming involving equality and nonfunctional constraints}, volume={58}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581262}, DOI={10.1007/bf01581262}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Ioffe, Alexander}, year={1993}, month=Jan, pages={137â€“145} }",4
paper_7fd25189cfe5,group3,group3,group3/820_812280760420532225_10.1007%2Fbf01584674.fixed.md,10.1007/bf01584674,GENERIC PROPERTIES OF THE COMPLEMENTARITY PROBLEM *,generic properties of the complementarity problem,Romesh SAIGAL,saigal,1973.0,"@article{Saigal_1973, title={Generic properties of the complementarity problem}, volume={4}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584674}, DOI={10.1007/bf01584674}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Saigal, Romesh and Simon, Carl}, year={1973}, month=Dec, pages={324â€“335} }",22
paper_990a7d20882c,group3,group3,group3/820_812280760676384769_10.1007%2Fbf01581036.fixed.md,10.1007/bf01581036,ON THE COMPUTATIONAL UTILITY OF POSYNOMIAL GEOMETRIC PROGRAMMING SOLUTION METHODS,on the computational utility of posynomial geometric programming solution methods,J.E. FATTLER; G.V. REKLAITIS,fattler,1981.0,"@article{Fattler_1982, title={On the computational utility of posynomial geometric programming solution methods}, volume={22}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581036}, DOI={10.1007/bf01581036}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Fattler, J. E. and Reklaitis, G. V. and Sin, Y. T. and Root, R. R. and Ragsdell, K. M.}, year={1982}, month=Dec, pages={163â€“201} }",13
paper_db5fc9fb0929,group3,group3,group3/820_812280762509295619_10.1007%2Fbf01585707.fixed.md,10.1007/bf01585707,A constrained min-max algorithm for rival models of the same economic system,a constrained min max algorithm for rival models of the same economic system,Berc Rustem,rustem,1973.0,"@article{Rustem_1992, title={A constrained min‐max algorithm for rival models of the same economic system}, volume={53}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585707}, DOI={10.1007/bf01585707}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Rustem, Berc}, year={1992}, month=Jan, pages={279–295} }",2
paper_6bbf137d1b2e,group3,group3,group3/820_812280762890977281_10.1007%2Fbf01589346.fixed.md,10.1007/bf01589346,HOMEOMORPHISMS OF TRIANGULATIONS WITH APPLICATIONS TO COMPUTING FIXED POINTS*,homeomorphisms of triangulations with applications to computing fixed points,Daniel SOLOW,solow,1980.0,"@article{Solow_1981, title={Homeomorphisms of triangulations with applications to computing fixed points}, volume={20}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589346}, DOI={10.1007/bf01589346}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Solow, Daniel}, year={1981}, month=Dec, pages={213â€“224} }",10
paper_9811397f9a4b,group3,group3,group3/820_812280765608886273_10.1007%2Fbf01585748.fixed.md,10.1007/bf01585748,AN ALGORITHM FOR A SINGLY CONSTRAINED CLASS OF QUADRATIC PROGRAMS SUBJECT TO UPPER AND LOWER BOUNDS,an algorithm for a singly constrained class of quadratic programs subject to upper and lower bounds,P. M. PARDALOS; N. KOVOOR,pardalos,2000.0,"@article{Pardalos_1990, title={An algorithm for a singly constrained class of quadratic programs subject to upper and lower bounds}, volume={46}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585748}, DOI={10.1007/bf01585748}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Pardalos, P. M. and Kovoor, N.}, year={1990}, month=Jan, pages={321â€“328} }",11
paper_48f0c1d012ab,group3,group3,group3/820_812280767299190785_10.1007%2Fbf01582057.fixed.md,10.1007/bf01582057,A technique for speeding up the solution of the Lagrangean dual,a technique for speeding up the solution of the lagrangean dual,Dimitris Bertsimas; James B. Orlin,bertsimas,2000.0,"@article{Bertsimas_1994, title={A technique for speeding up the solution of the Lagrangean dual}, volume={63}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582057}, DOI={10.1007/bf01582057}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Bertsimas, Dimitris and Orlin, James B.}, year={1994}, month=Jan, pages={23â€“45} }",6
paper_4c49d1ff83c2,group3,group3,group3/820_812280769148878849_10.1007%2Fbf01584662.fixed.md,10.1007/bf01584662,GENERALIZED DYNAMIC PROGRAMMING METHODS IN INTEGER PROGRAMMING,generalized dynamic programming methods in integer programming,Laurence A. WOLSEY,wolsey,1973.0,"@article{Wolsey_1973, title={Generalized dynamic programming methods in integer programming}, volume={4}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584662}, DOI={10.1007/bf01584662}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Wolsey, Laurence A.}, year={1973}, month=Dec, pages={222â€“232} }",13
paper_75cecd66a3e8,group3,group3,group3/820_812280770033876992_10.1007%2Fbf01589443.fixed.md,10.1007/bf01589443,A SIMPLE CONSTRAINT QUALIFICATION IN INFINITE DIMENSIONAL PROGRAMMING,a simple constraint qualification in infinite dimensional programming,Department of Mathematics; Computer Science; Dalhousie University; Canada B H H,mathematics,1985.0,"@article{Borwein_1986, title={A simple constraint qualification in infinite dimensional programming}, volume={35}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589443}, DOI={10.1007/bf01589443}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Borwein, J. M. and Wolkowicz, H.}, year={1986}, month=May, pages={83â€“96} }",13
paper_363fe38570af,group3,group3,group3/820_812280770092597249_10.1007%2Fbf01594934.fixed.md,10.1007/bf01594934,Convergence of quasi-Newton matrices generated by the symmetric rank one update,convergence of quasi newton matrices generated by the symmetric rank one update,A.R. Conn,conn,1989.0,"@article{Conn_1991, title={Convergence of quasi-Newton matrices generated by the symmetric rank one update}, volume={50}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01594934}, DOI={10.1007/bf01594934}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Conn, A. R. and Gould, N. I. M. and Toint, Ph. L.}, year={1991}, month=Mar, pages={177â€“195} }",6
paper_ad8d3be6d25f,group3,group3,group3/820_812280770608496641_10.1007%2Fbf01593777.fixed.md,10.1007/bf01593777,A NECESSARY AND SUFFICIENT REGULARITY CONDITION TO HAVE BOUNDED MULTIPLIERS IN NONCONVEX PROGRAMMING*,a necessary and sufficient regularity condition to have bounded multipliers in nonconvex programming,Jacques GAUVIN,gauvin,1976.0,"@article{Gauvin_1977, title={A necessary and sufficient regularity condition to have bounded multipliers in nonconvex programming}, volume={12}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01593777}, DOI={10.1007/bf01593777}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gauvin, Jacques}, year={1977}, month=Dec, pages={136â€“138} }",8
paper_44dfa74f9ced,group3,group3,group3/820_812280770688188416_10.1007%2Fbf01582162.fixed.md,10.1007/bf01582162,ON BOX TOTALLY DUAL INTEGRAL POLYHEDRA,on box totally dual integral polyhedra,William COOK,cook,1985.0,"@article{Cook_1986, title={On box totally dual integral polyhedra}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582162}, DOI={10.1007/bf01582162}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Cook, William}, year={1986}, month=Jan, pages={48â€“61} }",15
paper_ff2112d16a5f,group3,group3,group3/820_812280771006955521_10.1007%2Fbf01580735.fixed.md,10.1007/bf01580735,APPROXIMATE SOLUTION OF THE TRUST REGION PROBLEM BY MINIMIZATION OVER TWO-DIMENSIONAL SUBSPACES,approximate solution of the trust region problem by minimization over two dimensional subspaces,Richard H. BYRD; Robert B. SCHNABEL,byrd,1985.0,"@article{Byrd_1988, title={Approximate solution of the trust region problem by minimization over two-dimensional subspaces}, volume={40-40}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580735}, DOI={10.1007/bf01580735}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Byrd, Richard H. and Schnabel, Robert B. and Shultz, Gerald A.}, year={1988}, month=Jan, pages={247â€“263} }",10
paper_26ae32f94829,group3,group3,group3/820_812280771719987201_10.1007%2Fs10107-005-0582-7.fixed.md,10.1007/s10107-005-0582-7,A simplicial branch-and-bound algorithm for solving quadratically constrained quadratic programs,a simplicial branch and bound algorithm for solving quadratically constrained quadratic programs,Key words. Nonconvex quadratic programming Global optimization Convex envelope Branch-,branch,2005.0,"@article{Linderoth_2005, title={A simplicial branch-and-bound algorithm for solving quadratically constrained quadratic programs}, volume={103}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/s10107-005-0582-7}, DOI={10.1007/s10107-005-0582-7}, number={2}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Linderoth, Jeff}, year={2005}, month=Apr, pages={251â€“282} }",11
paper_aadcb76ad1f9,group3,group3,group3/820_812280773364154368_10.1007%2Fbf01582220.fixed.md,10.1007/bf01582220,Asymptotic analysis of the exponential penalty trajectory in linear programming,asymptotic analysis of the exponential penalty trajectory in linear programming,R. Cominetti; J. San Mart n,cominetti,1994.0,"@article{Cominetti_1994, title={Asymptotic analysis of the exponential penalty trajectory in linear programming}, volume={67}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582220}, DOI={10.1007/bf01582220}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Cominetti, R. and Martín, J. San}, year={1994}, month=Oct, pages={169–187} }",19
paper_3bc61ca886c8,group3,group3,group3/820_812280775603912705_10.1007%2Fbf01588783.fixed.md,10.1007/bf01588783,On $Q$ -matrices,on q matrices,M. Seetharama Gowda,gowda,1989.0,"@article{Gowda_1990, title={OnQ-matrices}, volume={49}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01588783}, DOI={10.1007/bf01588783}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gowda, M. Seetharama}, year={1990}, month=Nov, pages={139â€“141} }",10
paper_5bd1c04b7873,group3,group3,group3/820_812280776484716544_10.1007%2Fbf01581642.fixed.md,10.1007/bf01581642,COMPUTATIONAL COMPLEXITY OF PARAMETRIC LINEAR PROGRAMMING*,computational complexity of parametric linear programming,Katta G. MURTY,murty,1979.0,"@article{Murty_1980, title={Computational complexity of parametric linear programming}, volume={19}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581642}, DOI={10.1007/bf01581642}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Murty, Katta G.}, year={1980}, month=Dec, pages={213â€“219} }",19
paper_d073d72a0576,group3,group3,group3/820_812280777029976064_10.1007%2Fbf01581276.fixed.md,10.1007/bf01581276,A globally convergent Newton method for solving strongly monotone variational inequalities,a globally convergent newton method for solving strongly monotone variational inequalities,Kouichi Taji; Masao Fukushima; Toshihide Ibaraki,taji,1991.0,"@article{Taji_1993, title={A globally convergent Newton method for solving strongly monotone variational inequalities}, volume={58}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01581276}, DOI={10.1007/bf01581276}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Taji, Kouichi and Fukushima, Masao and Ibaraki, Toshihide}, year={1993}, month=Jan, pages={369â€“383} }",6
paper_0317e22d61c1,group3,group3,group3/820_812280778225352704_10.1007%2Fbf01584844.fixed.md,10.1007/bf01584844,Characterization of the barrier parameter of homogeneous convex cones,characterization of the barrier parameter of homogeneous convex cones,Osman G ler; Levent Tuncel,ler,1998.0,"@article{G_ler_1998, title={Characterization of the barrier parameter of homogeneous convex cones}, volume={81}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584844}, DOI={10.1007/bf01584844}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Güler, Osman and Tunçel, Levent}, year={1998}, month=Mar, pages={55–76} }",8
paper_1149693c0bdd,group3,group3,group3/820_812280778615422976_10.1007%2Fbf01584319.fixed.md,10.1007/bf01584319,THE ALTERNATING BASIS ALGORITHM FOR ASSIGNMENT PROBLEMS,the alternating basis algorithm for assignment problems,R.S. BARR,barr,1977.0,"@article{Barr_1977, title={The alternating basis algorithm for assignment problems}, volume={13}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01584319}, DOI={10.1007/bf01584319}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Barr, R. S. and Glover, F. and Klingman, D.}, year={1977}, month=Dec, pages={1â€“13} }",10
paper_50899b5e216a,group3,group3,group3/820_812280778741252096_10.1007%2Fbf01589354.fixed.md,10.1007/bf01589354,THE BRAESS PARADOX*,the braess paradox,Marguerite FRANK,frank,1980.0,"@article{Frank_1981, title={The Braess paradox}, volume={20}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01589354}, DOI={10.1007/bf01589354}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Frank, Marguerite}, year={1981}, month=Dec, pages={283â€“302} }",12
paper_aea2f6a6a50b,group3,group3,group3/820_812280779420729346_10.1007%2Fbf01585659.fixed.md,10.1007/bf01585659,LOCAL PROPERTIES OF ALGORITHMS FOR MINIMIZING NONSMOOTH COMPOSITE FUNCTIONS,local properties of algorithms for minimizing nonsmooth composite functions,R.S. WOMERSLEY,womersley,1984.0,"@article{Womersley_1985, title={Local properties of algorithms for minimizing nonsmooth composite functions}, volume={32}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01585659}, DOI={10.1007/bf01585659}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Womersley, R. S.}, year={1985}, month=May, pages={69â€“89} }",2
paper_29f9acd88e4a,group3,group3,group3/820_812280781433995267_10.1007%2Fbf01580764.fixed.md,10.1007/bf01580764,APPROXIMATION AND DECOMPOSITION PROPERTIES OF SOME CLASSES OF LOCALLY D.C. FUNCTIONS,approximation and decomposition properties of some classes of locally d c functions,J.-P. PENOT,penot,1987.0,"@article{Penot_1988, title={Approximation and decomposition properties of some classes of locally D.C. functions}, volume={41}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01580764}, DOI={10.1007/bf01580764}, number={1-3}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Penot, J. -P. and Bougeard, M. L.}, year={1988}, month=May, pages={195â€“227} }",10
paper_ffd58123b694,group3,group3,group3/820_812280781656293377_10.1007%2Fbf01582160.fixed.md,10.1007/bf01582160,BINARY GROUP AND CHINESE POSTMAN POLYHEDRA,binary group and chinese postman polyhedra,Gilles GASTOU,gastou,1985.0,"@article{Gastou_1986, title={Binary group and Chinese postman polyhedra}, volume={34}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01582160}, DOI={10.1007/bf01582160}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Gastou, Gilles and Johnson, Ellis L.}, year={1986}, month=Jan, pages={1â€“33} }",15
paper_dbf5cfd9ef9a,group3,group3,group3/820_812280782008614913_10.1007%2Fbf01593790.fixed.md,10.1007/bf01593790,RESTART PROCEDURES FOR THE CONJUGATE GRADIENT METHOD,restart procedures for the conjugate gradient method,M.J.D. POWELL,powell,1976.0,"@article{Powell_1977, title={Restart procedures for the conjugate gradient method}, volume={12}, ISSN={1436-4646}, url={http://dx.doi.org/10.1007/bf01593790}, DOI={10.1007/bf01593790}, number={1}, journal={Mathematical Programming}, publisher={Springer Science and Business Media LLC}, author={Powell, M. J. D.}, year={1977}, month=Dec, pages={241â€“254} }",6
